placemarkName,placemarkLat,placemarkLon,styleId,origHref,proposedType,proposedValue,matchedDocId
"ESTACIÓN BUS 🚍 / Vodice (Croacia)",43.75935,15.778674,icon-1532-0288D1,"",none,"",DxhwR68acqPpdhqKOXmg
"ESTACIÓN BUS 🚍 / Vrgorac, (Croacia)",43.20451,17.37453,icon-1532-0288D1,"",none,"",UmwH1j2cD03WZ8tiZFMS
"ESTACIÓN BUS 🚍 / Durrës (Albania)",41.31819,19.453383,icon-1532-0288D1,"",none,"",YFWxlLbynZDAGcASW3XX
"ESTACIÓN BUS 🚍 / Lushnjë, Albania",40.939678,19.698807,icon-1532-0288D1,"",none,"",daWpmDbXhqjnNmqhGeYi
"TERMINAL Cruceros🛳 / Barcelona",41.372506,2.178084,icon-1622-757575,"",none,"",3CN56xiRzauf8vkgD34c
"PARKING - C Y D 🔄🅿️ / Sant Carles de la Ràpita (Tarragona)",40.619171,0.597826,icon-1644-0288D1,"",none,"",v8Mp6q5XlfXmyY6D7BLB
"ESTACIÓN BUS 🚍 / Varaždin (Croacia)",46.304094,16.334693,icon-1532-0288D1,"",none,"",2yH8vkBJyCb0A7XW2T0A
"C Y D 🔄 / Virje (Croacia)",46.065605,16.989333,icon-1826-0F9D58,"",none,"",wDHWd7IdP803RSu4hawj
"ESTACIÓN BUS 🚍 / Apatin (Serbia)",45.670122,18.990504,icon-1532-0288D1,"",none,"",O2n28PVIZWO7SWq5a7qp
"ULLALS DE BALTASAR 📷",40.672848,0.592717,icon-1542-3949AB,"",none,"",4sFHGURrisABsjUjTJTW
"C Y D 🔄 / Amposta (Tarragona)",40.712803,0.583421,icon-1826-0F9D58,"",none,"",hh2TXrm9yeoReoOPtIKi
"C Y D 🔄 / Jaén",37.773256,-3.796713,icon-1826-0F9D58,"",none,"",5vmxh6GgNfXky8UtAIGA
"PARQUE DEL LABERINTO 📷 / Barcelona",41.438692,2.146917,icon-1542-3949AB,"",none,"",20ONxmA8ytwh5UstzR4g
"PARKING 🅿️ / Les Planes D'Hostalets (Girona)",42.054638,2.544567,icon-1644-0288D1,"",none,"",0DGvi32Kdzpkn8x0PfrE
"PARKING SAN BELTRAN (Acuario) (Pago) 💰/ Barcelona",41.367969,2.174588,icon-1513-1A237E,"",none,"",ovhD65L5KMmZHTyYfc2O
"C Y D 🔄💰 / Barcelona",41.383872,2.184542,icon-1826-3949AB,"",none,"",PPLUMCgcp8O2RbUlEpM2
"PARKING Tres Adanal (Pago) 💰 / Barcelona",41.413528,2.211732,icon-1513-1A237E,"",none,"",AY6nryCoOqSP0kqf2QgX
"Casal Nautic Canyelles 🚸 / Lloret de Mar (Girona)",41.707553,2.87913,icon-1682-673AB7,"",none,"",3LSS0jBpvELstE1dVUwS
"SANTUARIO De Lourdes 🏕 / Arenys de Munt (Barcelona)",41.616358,2.518884,icon-1542-3949AB,"",none,"",YmSYzEwR2OmE7VRsPeeP
"PARKING 🅿️ / Tordera (Barcelona)",41.705513,2.71832,icon-1644-0288D1,"",none,"",moAJEkgZPKlwTQqTTc4W
"CARTOIXA D' Escaladei 🕍 / Escaladei (Tarragona)",41.255219,0.810883,icon-1670-E65100,"",none,"",dJWDXhunP3YIHIPJZrPq
"LAVADERO Cataluña y Aragón 💧/ Soses (Lérida)",41.545186,0.476971,icon-1702-0097A7,"",none,"",HRJFYri6Esegi7G72m8p
"VILADECANS The Style Outlets 🛒 / Viladecans (Barcelona)",41.305287,2.024901,icon-1532-7CB342,"",none,"",GiFAPwUrYSTg3CB6G0dc
"LAVADERO Automático 💧 / Madrid",40.332155,-3.714165,icon-1702-0097A7,"",none,"",EgVhxvt6PfnsGihhcJrs
"LAVADERO Automático 💧/ Madrid",40.378418,-3.718832,icon-1702-0097A7,"",none,"",acaPw2ZUKhE1mbSGhzUc
"C Y D 🔄💰 / Barcelona",41.397663,2.1641,icon-1826-3949AB,"",none,"",GkpVK5T6rXWUQIgW8EED
"LAGO De Navarcles 🏕 / Navarcles (Barcelona)",41.757304,1.9076,icon-1542-3949AB,"",none,"",uUBQH64ocZePvwFOl7Lv
"ALBERGUE L' Orri de Pallars 🚸 / Montardit de Baix Lleida(Lérida)",42.384059,1.115219,icon-1682-673AB7,"",none,"",C7ldGMOvTtfmcZe8xP57
"ROC ROI Adventure 🛶 / Llavorsí (Lérida)",42.48098,1.206382,icon-1536-817717,"",none,"",clQGV1vhPmuNjpWVncm7
"PARKING 🅿️ / Llessui (Lérida)",42.451423,1.076033,icon-1644-0288D1,"",none,"",8RsypzestugQo1Rf7iWg
"C Y D 🔄 / Puebla de Sanabria (Zamora)",42.051873,-6.633495,icon-1826-0F9D58,"",none,"",A6KgSNMUILXNivCAvxcC
"PARKING 🅿️ / Puebla de Sanabria (Zamora)",42.051555,-6.628771,icon-1644-0288D1,"",none,"",T1dMBQQHpJYspDT7S2ay
"PARKING 🅿️ / Puebla de Sanabria (Zamora)",42.050381,-6.634965,icon-1644-0288D1,"",none,"",Cj67H1uSFzeLrPRVIwqw
"HOTEL Alcázar 🛏 / Sevilla",37.383555,-5.987095,icon-1602-9C27B0,"",none,"",vvluVpOEzoGhURf9Do4L
"BOSC VERTiCAL🚸 / Canyamars (Barcelona)",41.593625,2.431991,icon-1682-673AB7,"",none,"",F9pm6ectWglNleVouPvt
"GRANJA Can Gel 🚸 / Canyamars (Barcelona)",41.593406,2.438357,icon-1682-673AB7,"",none,"",GScLRYHINRN9XRzTGCHZ
"ROC ROI Adventure 🛶 / La Guingueta D'Aneu (Lérida)",42.585223,1.133487,icon-1536-817717,"",none,"",lfAJEXM0pGRbykXFncFL
"HOTEL Comtes de Pallars 🛏 / Rialp (Lérida)",42.440834,1.13373,icon-1602-9C27B0,"",none,"",JCLw3P6hSya9eubsAVHj
"INFO : NO Pasar con 15m",38.891976,-0.77527,icon-1608-3949AB,"",none,"",KEmJJDvBCk9ZTLcTHLNv
"PARKING 🅿️ / Llavorsí (Girona)",42.49605,1.214271,icon-1644-0288D1,"",none,"",FE65hnTxjGdYbsFXxZE2
"PARKING 🅿️",37.265799,-3.908827,icon-1644-0288D1-nodesc,"",none,"",xzWsDdXYCxF57I653Cfd
"ESTACIÓN BUS 🚍 / Calcis (GRECIA)",38.457731,23.611881,icon-1532-0288D1,"",none,"",kAZjvc5mDuqyN4Ei8yjt
"ESTACIÓN BUS 🚍 / Matalascaña (Huelva)",37.009778,-6.564549,icon-1532-0288D1,"",none,"",NuoHZ7rpvMbzLkHJNW6o
"ESTACIÓN BUS 🚍 / Medina de Rioseco (Valladolid)",41.879453,-5.046193,icon-1532-0288D1,"",none,"",lM6NCq4lH8kFg0wALb1q
"ZONA DE ESPERA - C Y D ☕️🔄 / Chipiona (Cádiz)",36.735954,-6.428935,icon-1534-4E342E,"",none,"",Rm0GEL9bVMGXuOcNqqoZ
"ZONA ESPERA ☕️ / Oporto (PO)",41.139939,-8.594484,icon-1534-4E342E,"",none,"",heqNkIZhToPe7UhjEAGG
"ZONA DE ESPERA ☕️ /Alejandropolis (GRECIA)",40.844756,25.87958,icon-1534-4E342E,"",none,"",LsPZtmssvDNHsTMvvRAR
"ZONA DE ESPERA ☕️ /Githio (GRECIA)",36.760815,22.560539,icon-1534-4E342E,"",none,"",opPl6npBkegsP0vnotsn
"PARKING BUS ✅️ / Delphi (GRECIA)",38.480733,22.490522,icon-1532-7CB342,"",none,"",43gaWkkBVm8eBQDXL39U
"PARKING A - Circuito Montmeló ✅️ Montmeló (Barcelona)",41.575153,2.259342,icon-1532-7CB342,"",none,"",l98pVdtrXmQfoeYkB7fp
"PARKING BUS ✅️ / Pineda de Mar (Barcelona)",41.628848,2.688885,icon-1532-7CB342,"",none,"",1uwJQNyZuhfmAplelv3x
"PARKING BUS ✅️ / Alcora (Castellón)",40.072682,-0.207697,icon-1532-7CB342,"",none,"",6EGmXf5BfLZoVx7ZJ29d
"IGLESIA Sta Maria de La Tossa de Montbui ✝️ / Sta Maria de Montbui (Barcelona)",41.555401,1.580715,icon-1670-E65100,"",none,"",oletmmbIBa62S7UKNTNV
"ESTACIÓN BUS 🚍 / Chipiona (Cádiz)",36.737148,-6.428706,icon-1532-0288D1,"",none,"",Ru6qDjXOZoboE51UtMFC
"PARKING BUS ✅️ / San Gimignano (IT)",43.455073,11.036203,icon-1532-7CB342,"",none,"",IBDdnBOew6QHzWgeuOzp
"PARA TI👌 Codfish Tavern / Fátima (PO)",39.627479,-8.666859,icon-1803-757575,"",none,"",Tzzao3IhTHUxQV92JziA
"PARA TI 👌 O Portal / Fátima (PO)",39.62862,-8.670823,icon-1803-757575,"",none,"",z3ipUEqBU7lLRc66mWI9
"PARA TI 👌  O Benfiquista /  Fátima (PO)",39.631259,-8.676708,icon-1803-757575,"",none,"",2fy8przOwFWAsI6gAIjp
"CASA COLONIES Can Puig 🚸 /",41.679989,1.751283,icon-1682-673AB7,"",none,"",92CXHd4eUWH39g7KVQnn
"PARKING 🅿️ / Mérida (Badajoz)",38.919403,-6.328639,icon-1644-0288D1,"",none,"",wUNM0EBQ5M4MBAcuQ8YZ
"PARKING 🅿️ / Les Coves de Vinromà, (Castellón)",40.315608,0.122523,icon-1644-0288D1,"",none,"",7PjkzUiCW45vzUVCfPKc
"PARKING 🅿️ /  Les Coves de Vinromà, (Castellón)",40.306968,0.115124,icon-1644-0288D1,"",none,"",zsTPqGBXkm0Zn9WbLuRv
"ALTURA MAX 3,2M ⚠️ / Les Coves de Vinromà (Castellón)",40.315603,0.121512,icon-1541-E65100,"",none,"",BNlqeJJNGntQrp5nBZPZ
"COLEGIO San Jose JESUITAS 🚸 / Valencia",39.487053,-0.397406,icon-1682-FFD600,"",none,"",tPItfCkxk4F98bseMUvI
"C Y D 🔄 / Torrevieja (Alicante)",37.976322,-0.685278,icon-1826-0F9D58,"",none,"",7YwYS7DUjjKowyxFUuDl
"PUY DU FOU España / PARKING BUS ✅️ / Toledo",39.838293,-4.087508,icon-1502-C2185B,"",none,"",gZOJ4HAXFIeyeDuEfZ4a
"MUSEO Maison de la truffe d'Occitanie 🏛️ / Villeneuve-Minervois, (FR)",43.315234,2.463909,icon-1636-A52714,"",none,"",MtpU1fYJW3eqOxUc9yyk
"MUSEO Archaeological 🏛 / Delphi (GRECIA)",38.480213,22.500189,icon-1636-A52714,"",none,"",OP46nKkHZoJrq6l5WGVb
"MUSEO De La Pell 🏛 / Igualada (Barcelona)",41.575906,1.613042,icon-1636-A52714,"",none,"",UQmtGYo1ChimceCDdEp4
"MUSEO Guggenheim (Max 2h) 🏛/ Bilbao",43.267817,-2.93486,icon-1636-A52714,"",none,"",D9Ph9QWBGrrq5YmAuGYi
"ECOMUSEO 🏛 / Deltebre (Tarragona)",40.722684,0.722459,icon-1636-A52714,"",none,"",ukIxIt6xRtJJfUYpIl58
"TEATRO La Pasión 🎭 / Esparraguera (Barcelona)",41.534257,1.87208,icon-1709-880E4F,"",none,"",dXMQhOT81ml8NJUk7vuS
"ZONA DE ESPERA ☕ / Torrevieja (Alicante)",37.99204,-0.675157,icon-1534-4E342E,"",none,"",pJGOcO53ZQua9De3bp9z
"HOTEL President 🛏️ / Calella (Barcelona)",41.614696,2.651364,icon-1602-9C27B0,"",none,"",o999DZkHSrGY1pdiQ74h
"ÁREA SERVICIO 🍽️ / Altube (Álava)",42.966246,-2.869338,icon-1577-795548,"",none,"",mCGp6ZhLuOgB122G9CbB
"INSTITUTO Baix Montseny 🚸 / Sant Celoni (Barcelona)",41.695508,2.478557,icon-1682-FFD600,"",none,"",uKSTiO2DlTeqyxFwKiIv
"ENTRADA Y SALIDA Mont de Sant Benet",,,line-FFD600-5000,"",none,"",qLYVmGGYW8NGP9gID520
"INFO: Entrada / Salida Mont de Sant Benet",41.75621,1.892564,icon-1608-3949AB,"",none,"",KQKg9fl64maVubC58bnl
"C Y D (EXPRESS) 🔄 / Caldas de Reis (Pontevedra)",42.603994,-8.641967,icon-1826-E65100,"",none,"",HtpzFHihejvMc7DG1iFj
"PARKING BUS ✅️ / Llançà (Girona)",42.362287,3.146968,icon-1532-7CB342,"",none,"",nqqwaIKl9uczY8U3bXhI
"AEROPUERTO de Kuusamo ✈️ / Kuusamo (Finlandia)",65.996599,29.227476,icon-1504-880E4F,"",none,"",Nk0w72JrRPdbu9r62G1M
"Centro del Lobo Ibérico Félix Rodríguez de la Fuente 📷 / Robledo de Sanabria (Zamora)",41.995149,-6.575559,icon-1502-C2185B,"",none,"",jtzIyBipoCa6uspE3L65
"C Y D 🔄 / Candeleda (Ávila)",40.155523,-5.240429,icon-1826-0F9D58,"",none,"",8gaMz467gZGkL1szk5cn
"C Y D 🔄 / Candeleda (Zamora)",40.154409,-5.241657,icon-1826-0F9D58,"",none,"",Xw1m1cbI99mpxLPmagOl
"ESTACIÓN BUS 🚍 / Candeleda (Zamora)",40.153956,-5.245029,icon-1532-0288D1,"",none,"",MGY84j1gWVNUkv0Nafuu
"VENTA De Cerezas 👌 /Jerte (Cáceres)",40.209401,-5.774743,icon-1769-000000,"",none,"",NYpusgkVSmEJeKn5LJJ1
"EUROMASTER Torrejón 🛠 / Madrid",40.449221,-3.508822,icon-1590-1A237E,"",none,"",ugFgOTxisHQBBS7VHAv7
"CALA Montjoi 🚸 / Girona",42.253356,3.22623,icon-1682-673AB7,"",none,"",MBZsBHUFBL93NutNCqR8
"ALTURA MAX 4M / Sant Celoni (Barcelona)",41.682645,2.488067,icon-1541-097138,"",none,"",RYKWcT9u61anqzSoYy9V
"ALTURA MÁXIMA 4M / Terrassa  (Barcelona)",41.568476,2.033521,icon-1541-097138,"",none,"",zuayTrsFxnSVGIqCDp3O
"ALTURA MÁXIMA 4M / Terrassa (Barcelona",41.567916,2.033517,icon-1541-097138,"",none,"",kwnQiqOTiGS1C7FRDSHA
"ESTACIÓN BUS 🚍 / Bochnia (Polonia)",49.970212,20.432648,icon-1532-0288D1,"",none,"",mVd9RVEIBquU747R19FP
"ESTACIÓN BUS 🚍 /  Busko-Zdrój (Polonia)",50.460568,20.704372,icon-1532-0288D1,"",none,"",1JpiZ5EalnEwPRdOPD6P
"ESTACIÓN BUS 🚍 / Aranđelovac (Serbia)",44.306991,20.564415,icon-1532-0288D1,"",none,"",6ETwhZo2ad8oAE3COeNB
"RESTAURANTE Asador Vía Verde 🍽 / Sarrión (Teruel)",40.149428,-0.824087,icon-1577-795548,"",none,"",3zK2XnVVCyKEosYlg3JQ
"COLEGIO Enxaneta 🚸 / Terrassa (Barcelona)",41.579815,2.010993,icon-1682-FFD600,"",none,"",lvHBJf5gIcRnuWvyng2W
"ESTACIÓN BUS 🚍 / Torrox (Málaga)",36.730166,-3.961241,icon-1532-0288D1,"",none,"",nnIvlT07mYx6zcl9iLtB
"ZONA DE ESPERA ☕ / Málaga",36.724493,-4.345255,icon-1534-4E342E,"",none,"",39CK3f4WzG7XMuJtbIyI
"ESTACIÓN BUS 🚍 / Torredonjimeno (Jaén)",37.764588,-3.949551,icon-1532-0288D1,"",none,"",i8NiDv5JQ3nQN6aKqtzD
"IES Rodríguez Moñino 🚸 / Badajoz",38.874568,-6.984474,icon-1682-FFD600,"",none,"",RLtToLb7g8C8CLweooL0
"ESTACIÓN BUS 🚍/ Tomar (PO)",39.599304,-8.412547,icon-1532-0288D1,"",none,"",KtGu9Fo2HKnloslUBUb9
"ESTACIÓN BUS 🚍 / Seia (PO)",40.420081,-7.706324,icon-1532-0288D1,"",none,"",qR39ApzQ8GOzKW0rGoUa
"C Y D 🔄 / Aveiro (PO)",40.640905,-8.65604,icon-1826-0F9D58,"",none,"",BjYALBC8DIZCJUHezTCw
"PARKING BUS ✅ / Ovar (PO)",40.870342,-8.62303,icon-1532-7CB342,"",none,"",Ix7TZ5ax43Ur5zss0B1P
"PARKING Isla Mágica 🅿️ / Sevilla",37.409637,-5.997846,icon-1644-0288D1,"",none,"",qnnkr4nSmMdvasSTi2bP
"C Y D (Parque La Draga) 🔄 / Banyoles (Girona)",42.124408,2.759738,icon-1826-0F9D58,"",none,"",Dfu1gKfdZE6PZRI0PAPB
"COLEGIO Argentona 🚸 / Argentona (Barcelona)",41.550444,2.405735,icon-1682-FFD600,"",none,"",mXFnUbWJWjqPmQdQvxpC
"COLEGIO Les Fonts 🚸 / Argentona (Barcelona)",41.549663,2.401303,icon-1682-FFD600,"",none,"",Kvck0II82ws2OHrEOHdi
"C Y D 🔄 / Canet de Mar (Barcelona)",41.589014,2.576115,icon-1826-0F9D58,"",none,"",0Ph8hrrp7GVOaddeSuQO
"INSTITUTO Sunsi Móra 🚸 / Canet de Mar (Barcelona)",41.598768,2.569824,icon-1682-FFD600,"",none,"",QIW1nbTYWmZVFp7pirvR
"ESTACIÓN BUS 🚍 / Tremp (Lérida)",42.167905,0.891962,icon-1532-0288D1,"",none,"",ZCs06lGPBDawN4vdTj8B
"DINOPOLIS  (Parking)🎡 / Teruel",40.332205,-1.081098,icon-1502-C2185B,"",none,"",I44VouH2MFHUpzF4upny
"COLEGIO Las Anejas 🚸 / Teruel",40.352646,-1.112077,icon-1682-FFD600,"",none,"",suBGjHZwzc0NuHRcjg5d
"MONASTERIO De Piedra 📷 /  Nuévalos (Zaragoza)",41.194461,-1.782679,icon-1670-E65100,"",none,"",jGAx1G8GZgS0wMl5MQYV
"ESTACIÓN BUS 🚍 / Tudela (Navarra)",42.058919,-1.597568,icon-1532-0288D1,"",none,"",p3lKBWnk4GqRoKZLm5J1
"PARKING BUS ✅ / Espinho (PO)",41.001981,-8.642712,icon-1532-7CB342,"",none,"",zfBkMsqfWYKvc7aQq3XM
"PARKING 🅿️ / Vila Nova de Gaia (PO)",41.131139,-8.622014,icon-1644-0288D1,"",none,"",ZY3tDkTosmqGCvseDFKq
"C Y D 🔄 / Vila Nova de Gaia (PO)",41.136578,-8.618154,icon-1826-0F9D58,"",none,"",a0FYb4fM2fASeGxBAy9z
"C Y D 🔄 / Orio (Gipuzkoa)",43.276679,-2.124877,icon-1826-0F9D58,"",none,"",Ugp7LyVgO67Rnh3lXAHg
"PARKING 🅿️ / Orio (Gipuzkoa)",43.27612,-2.109738,icon-1644-0288D1,"",none,"",wt0i2GtKRjfX9Vg4agq7
"ZONA DE ESPERA ☕ / Eibar (Gipuzkoa)",43.192132,-2.467585,icon-1534-4E342E,"",none,"",2TgGVzCV7S1PFm1XnUTv
"COLEGIO Ongaraim Hlhi🚸 / Ermua (Vizcaya)",43.190074,-2.507642,icon-1682-FFD600,"",none,"",9DLrqHsusaQtS13wieIr
"PARKING BUS ✅ / Ermua (Vizcaya)",43.189924,-2.508105,icon-1532-7CB342,"",none,"",MWV0G2pjl9a3DXjZmQdN
"ACTIVIDADES Kayac 🚸 / Playa Migjorn (Tarragona)",40.684514,0.853105,icon-1682-673AB7,"",none,"",S5rg526ZXE3geL45uckS
"ALBERGUE Amposta Parc 🚸 / Amposta (Tarragona)",40.716434,0.564811,icon-1682-673AB7,"",none,"",Wvs6dzvUKbeWScJTFZM3
"Lookout Chateaux Lastours / Lastoues (FR)",43.33312,2.372013,icon-1535-757575,"",none,"",BomSIWvjLMXf16vD6wiR
"PARKING 🅿️ / Toulouse (FR)",43.570669,1.47818,icon-1644-0288D1,"",none,"",znzg7jqz2JXDQLNnwQCT
"PARKING BUS ✅ / Toulouse (FR)",43.57376,1.479085,icon-1532-7CB342,"",none,"",WoWdM8fzlvgR7xekvtlE
"PARKING BUS ✅ / Toulouse (FR)",43.571658,1.43457,icon-1532-7CB342,"",none,"",OsXET63cGk5g9B18paIN
"PARKING BUS ✅️ / Olot (Girona)",42.17085,2.484974,icon-1532-7CB342,"",none,"",Y96qopCXGeIkKVmLckgM
"COLEGIO Mestral 🚸 / Hospitalet del Infant (Tarragona)",40.99094,0.919599,icon-1682-FFD600,"",none,"",qiFQxabEONMrz12Oke1Y
"PARKING BUS ✅️ / Hospitalet del Infant (Tarragona)",40.992582,0.920321,icon-1532-7CB342,"",none,"",zdyPT0ubqz9C8nM3bJEn
"C Y D 🔄 / Salou (Tarragona)",41.077411,1.142827,icon-1826-0F9D58,"",none,"",rQv9xoOj3WWqow5jGNoY
"C Y D 🔄 / Lloret de Mar (Girona)",41.696118,2.835431,icon-1826-0F9D58,"",none,"",4queNRFqOZOB71TLVPm2
"C Y D 🔄 / Lloret de Mar  (Girona)",41.699858,2.83921,icon-1826-0F9D58,"",none,"",AivF2aOKq5CuIe4IaxqJ
"C Y D 🔄 / Lloret de Mar (Girona)",41.699736,2.840068,icon-1826-0F9D58,"",none,"",7LztzdV46VcGkQ4ftuu5
"PARKING 🅿️ / Comarruga (Tarragona)",41.187194,1.519894,icon-1644-0288D1,"",none,"",lFimLLrLqVuLwmfxEPLZ
"PARKING 🅿️ / Comarruga (Tarragona)",41.185957,1.51419,icon-1644-0288D1,"",none,"",CqxAdChW3Kvr2o5Xx9FL
"COLEGIO Pla de Mar 🚸 /Comarruga (Tarragona)",41.188486,1.524256,icon-1682-FFD600,"",none,"",khVQeK21sx8v7xL7kt4v
"ESCOLA PIA De Caldes 🚸 / Calded Fe Montbui (Barcelona)",41.626049,2.171078,icon-1682-FFD600,"",none,"",4zYvizIH8PdLCmpy91Ue
"PARKING 🅿️ / Barbate (Cádiz)",36.187093,-5.927726,icon-1644-0288D1,"",none,"",80p7HmlApbTNhiTlpB8p
"LE PETIT Tren Artouste 👌 /  Artouste Fabrèges (FR)",42.878933,-0.39631,icon-1717-3949AB,"",none,"",tGwuJMVcUOfPkQP9Amhq
"PARQUE NATURAL Vall de Sorteny 🧗 / Ordino (AND)",42.625579,1.551953,icon-1542-3949AB,"",none,"",JDkgTI2olybMFt8M2qVW
"PARKING BUS ✅️ / L'Ametlla de Mar (Tarragona)",40.883065,0.803966,icon-1532-7CB342,"",none,"",OrXqTXqPg1EfWODXM1Jw
"PARKING 🅿️ / L'Ametlla de Mar (Tarragona)",40.884651,0.797842,icon-1644-0288D1,"",none,"",GVL12z08xGxgyQpKRVWd
"ALTURA MÁXIMA 3,90M / Vinaroz (Castellón)",40.467808,0.464368,icon-1541-0288D1,"",none,"",myeKKMwqYdtbfDrCfuEX
"CASA COLONIES Can Putxet 🚸 / Sant Celoni (Barcelona)",41.705479,2.470181,icon-1682-673AB7,"",none,"",Ky6jcBxLr3yWr72khBLb
"CAN GUIXOT DE 8 🚸 / Taradell (Barcelona)",41.876196,2.28188,icon-1682-673AB7,"",none,"",d0axu3V4zgx51WVmC9JH
"CASA COLONIES Mas Badó 🚸 / Sant Quirze Safaja (Barcelona)",41.720921,2.157552,icon-1682-673AB7,"",none,"",vPvTcivMeg5ngZ3yQpSA
"COLL D'ESTENALLES 🏕 / Mura (Barcelona)",41.667621,1.992167,icon-1542-3949AB,"",none,"",xnU1FK9guR2jwxGPdHXX
"INSTITUTO Castellar 🚸 / Castellar del Valles (Barcelona)",41.610382,2.083361,icon-1682-FFD600,"",none,"",FpGoGyczOH3EXSqB3cKq
"PARQUE Can cases 🏕 /Martorell (Barcelona)",41.486988,1.900916,icon-1542-3949AB,"",none,"",8Xk2HfBcHVHJlq0hIvQ5
"C Y D 🔄 / Sant Sadurní D'Anoia",41.42577,1.789989,icon-1826-0F9D58,"",none,"",pb3bewN8SRYWNEByYX3d
"PARKING BUS ✅️ / Sant Sadurní D'Anoia (Barcelona)",41.425765,1.789211,icon-1532-7CB342,"",none,"",ud1h3Y9oQCcVGZGoPL23
"CHOCOLATES Simon Coll 📍/  Sant Sadurní D'Anoia (Barcelona)",41.424934,1.787772,icon-1502-C2185B,"",none,"",seFhMWtQ2jPDRGVUuQSU
"COLEGIO Avinyonet🚸 /Avinyonet del Penedès (Barcelona)",41.359964,1.783073,icon-1682-FFD600,"",none,"",YN54ggl2HHcwEUe3Eh1G
"C Y D 🔄 / Sant Salvador (Tarragona)",41.183627,1.540735,icon-1826-0F9D58,"",none,"",7TEVG5x7CBEDWU3EKNYS
"MASIA Canals Casanovas 🍽 /  Lavern (Barcelona)",41.402613,1.764417,icon-1577-795548,"",none,"",zeCCPoMa9MI0Cg9VjWTo
"PARKING BUS ✅️ / Coma-ruga (Tarragona)",41.185306,1.527774,icon-1532-7CB342,"",none,"",fiDYDglvMCNJWjEOJ5xE
"CIUDAD Del Rock🕺 /Arganda del Rey (Madrid)",40.261203,-3.403951,icon-1502-C2185B,"",none,"",togkqlCty0MgndsVZh0b
"C Y D 🔄 / Calella (Barcelona)",,,line-0288D1-5000-nodesc,"",none,"",ILXrkrBj9AwZJcw7ES6b
"ALTURA MAXIMA 3,85M ⚠️  / Madrid",40.421449,-3.71377,icon-1541-E65100,"",none,"",HE146Z44VDzjUGHyb91M
"ALTURA MÁXIMA 3,85 ⚠️ / Madrid",40.422946,-3.711829,icon-1541-E65100,"",none,"",hsszSmbOlaMs2G2ieGHU
"C Y D 🔄 / Lloret de Mar (Girona)",,,line-0288D1-6000,"",none,"",4queNRFqOZOB71TLVPm2
"C Y D 🔄 / Lloret de Mar (Girona)",41.699427,2.830357,icon-1826-0F9D58,"",none,"",EVUhD25YP2hZacf2rror
"C Y D 🔄 / Calella (Barcelona)",41.619809,2.665685,icon-1826-0F9D58,"",none,"",ILXrkrBj9AwZJcw7ES6b
"C Y D 🔄 / Calella (Barcelona)",41.61596,2.65979,icon-1826-0F9D58,"",none,"",jXdhttHqrsxsRWoymAq1
"ESTACIÓN BUS 🚍 /Amposta (Tarragona)",40.70644,0.572099,icon-1532-0288D1,"",none,"",NuZCSUB4vobFaZYLLNJ3
"TERMINAL De Balearia 🛳 /Valencia",39.446132,-0.325456,icon-1622-757575,"",none,"",4za82aBkgJ0YPpFhgxvC
"C Y D (5Min) 🔄 / Valencia",39.47104,-0.37283,icon-1826-E65100,"",none,"",gC2TQ3qexAzfnXPeIVdF
"ESCUELA Vela y Kayak S.Pol / S'Agaró (Girona)",41.79173,3.048391,icon-1536-817717,"",none,"",r48HjazgN470lA6f7NZj
"ECOPARQUE El Juncaral 🎡 / Villanúa (Huesca)",42.665723,-0.550122,icon-1502-C2185B,"",none,"",tx8SblKdUYO8ighjJN18
"PARKING TOYCA 🅿️/ Calella (Barcelona)",41.614266,2.654043,icon-1644-0288D1,"",none,"",fu9PDY5SKLXcishKpyCN
"C Y D 🔄 /Calella (Barcelona)",41.617833,2.662767,icon-1826-0F9D58,"",none,"",ZWeM2coESAZjg232e2hL
"PROHIBICIÓN BUS (Toda la Población) ⛔️ /Sant Pol de Mar (Barcelona)",41.604119,2.625244,icon-1898-C2185B,"",none,"",mUfZNDtZcsXg9o6JSdaV
"PARKING BUS ✅️ / Segovia",40.961325,-4.110666,icon-1532-7CB342,"",none,"",tWXnyFbSmHhSkRkMp2ci
"PARKING 🅿️ / Lloret de Mar  (Girona)",41.697264,2.820599,icon-1644-0288D1,"",none,"",G8HdalZkVga9Xu9Ms3Ns
"MECÁNICO Transifret Aire Acondicionado 🛠 / La Nucía (Alicante)",38.602962,-0.134432,icon-1590-3949AB,"",none,"",kCZ1ilgllozn7oVhqWS0
"PARKING 🅿️ / Santa Pola (Alicante)",38.196343,-0.576436,icon-1644-0288D1,"",none,"",f242Un5bro0x37HbgSlC
"ALTURA MÁXIMA 3,5M ⚠️  /  Braga (PO)",41.5522,-8.381599,icon-1541-E65100,"",none,"",BMZhblTqMaCGjPajjnyn
"C Y D 🔄 / Estella (Navarra)",42.67055,-2.024648,icon-1826-0F9D58,"",none,"",ATeRW2xUKcq6Zkfx7iFP
"ZONA DE ESPERA ☕️/ Estella (Navarra)",42.660694,-2.030194,icon-1534-4E342E,"",none,"",2KDFHxInHLGa1N6scu9D
"PARKING BUS ✅️ / Oporto (PO)",41.143994,-8.622025,icon-1532-7CB342,"",none,"",WXOO2XfWtZpEKu47cCCa
